text,rating,sentiment,text_clean,label_indobert,label_mbert
"Fiturnya terlihat canggih tapi tidak bisa akses, eror",1,Negative,fiturnya terlihat canggih tapi tidak bisa akses eror,Negative,Negative
"mau wajib pajak tapi di persulit aplikasi yang tidak bisa di gunakan, sisihkan lah uang pajak untuk pengembangan aplikasi ini",1,Negative,mau wajib pajak tapi di persulit aplikasi yang tidak bisa di gunakan sisihkan lah uang pajak untuk pengembangan aplikasi ini,Negative,Negative
Begini EMG KLO layanan plat merah...,1,Negative,begini emg klo layanan plat merah,Negative,Negative
verifikasi lama masuk ya .bbyk yg perlu di perbaiki,1,Negative,verifikasi lama masuk ya bbyk yg perlu di perbaiki,Negative,Negative
Merepotkan,1,Negative,merepotkan,Negative,Negative
"Aplikasinya kok tidak sama dengan aplikasi DJP online, lebih bagus pakai aplikasi DJP online dari pada pakai aplikasi m-pajak ini..",2,Negative,aplikasinya kok tidak sama dengan aplikasi djp online lebih bagus pakai aplikasi djp online dari pada pakai aplikasi m pajak ini,Negative,Negative
Awas ri ati2,1,Negative,awas ri ati2,Negative,Negative
Jelek egk bisa masuk terus. Menghabiskan anggaran negara saya buat apk ini,2,Negative,jelek egk bisa masuk terus menghabiskan anggaran negara saya buat apk ini,Negative,Negative
Mau cek npwp yg hilang aja susah muter muter sangat tidak membantu,1,Negative,mau cek npwp yg hilang aja susah muter muter sangat tidak membantu,Negative,Negative
"aku baru saja mengintal aplikasi ini m-pajak dan berjalan dengan sanggat lancar tanpa ada kendala apapun atau terjadi yg tidak diingin kan seperti halnya ngebug , macet , eror ,dan lain sebagainya khususnya di wilayah sampit, Kalimantan Tengah dan untuk survei kali ini aku sangat puas dengan hasilnya☺️ untuk teman2 pastikan hp teman2 dalam kondisi normal jika terdapat sampah atau file apk yg tidak berguna segera di hapus jika tidak ini akan menghambat kondisi hp dan jaringan yg tidak stabil.",5,Positive,aku baru saja mengintal aplikasi ini m pajak dan berjalan dengan sanggat lancar tanpa ada kendala apapun atau terjadi yg tidak diingin kan seperti halnya ngebug macet eror dan lain sebagainya khususnya di wilayah sampit kalimantan tengah dan untuk survei kali ini aku sangat puas dengan hasilnya untuk teman2 pastikan hp teman2 dalam kondisi normal jika terdapat sampah atau file apk yg tidak berguna segera di hapus jika tidak ini akan menghambat kondisi hp dan jaringan yg tidak stabil,Positive,Positive
"Minta maaf sebelumnya Kak Admin atas bintangnya. Bagaimana ya? Saya ingin tahu kode Efin saya. Semua prosedur dilakukan dengan benar dan ada pemberitahuan bahwa kode Efin sudah dikirim ke e-mail, tapi saat email dilihat sama sekali tidak ada. Tolong apk diperbaiki lagi. Bintangnya akan saya tambah jika apk nya benar-benar membantu. Terima kasih 🙏 #Edit MasyaAllah. Keluhan saya sepertinya diterima karena email yg ditunggu sudah datang. Jadi sesuai janji, saya beri bintang 5 Terima kasih Admin.",5,Positive,minta maaf sebelumnya kak admin atas bintangnya bagaimana ya saya ingin tahu kode efin saya semua prosedur dilakukan dengan benar dan ada pemberitahuan bahwa kode efin sudah dikirim ke e mail tapi saat email dilihat sama sekali tidak ada tolong apk diperbaiki lagi bintangnya akan saya tambah jika apk nya benar benar membantu terima kasih edit masyaallah keluhan saya sepertinya diterima karena email yg ditunggu sudah datang jadi sesuai janji saya beri bintang 5 terima kasih admin,Positive,Positive
Aplikasi gag mutu Tolong ya klo lupa email Seharusnya bisa ganti dengan verifikasi ktp dan wajah. Beres kan Ribet amat. Bayar pajak dipersulit Aplikasi pajak kalah sama aplikasi pinjol,1,Negative,aplikasi gag mutu tolong ya klo lupa email seharusnya bisa ganti dengan verifikasi ktp dan wajah beres kan ribet amat bayar pajak dipersulit aplikasi pajak kalah sama aplikasi pinjol,Negative,Negative
Good,5,Positive,good,Positive,Positive
"Sistem yang buruk, sulit saat verifikasi , padahal kita baik loh mau bayar pajak malah dipersulit, saya juga merasa kurang manfaat dari pajak yang saya berikan",1,Negative,sistem yang buruk sulit saat verifikasi padahal kita baik loh mau bayar pajak malah dipersulit saya juga merasa kurang manfaat dari pajak yang saya berikan,Negative,Negative
Mengecewakan sekali aplikasi dari pemerintah!!!! Apa begini hasil kerja dari orang-orang dibalik aplikasi M-pajak?,1,Negative,mengecewakan sekali aplikasi dari pemerintah apa begini hasil kerja dari orang orang dibalik aplikasi m pajak,Negative,Negative
Kenapa gak ada pilihan lain buat ganti sandi sedangkan kita gak bisa masuk klo gak ada bantuan lupa sandi klo gini terus mending tutup aja dah malas..,1,Negative,kenapa gak ada pilihan lain buat ganti sandi sedangkan kita gak bisa masuk klo gak ada bantuan lupa sandi klo gini terus mending tutup aja dah malas,Negative,Negative
"Banyak bug nya, disuruh milih kode autentikasi ngga ada tombol nya",1,Negative,banyak bug nya disuruh milih kode autentikasi ngga ada tombol nya,Negative,Negative
"Aplikasi payah... Ga guna, masa ga bisa login, selalu salah nik. Aneh bener.",1,Negative,aplikasi payah ga guna masa ga bisa login selalu salah nik aneh bener,Negative,Negative
"Susah untuk login aplikasi, tolong di benahi.. terimakasih",1,Negative,susah untuk login aplikasi tolong di benahi terimakasih,Negative,Negative
"Mau login susah nya minta ampun. Kode verifikasi via email gak nongol2. Pas emailnya masuk, apps nya ngereset mulai dri awal, jdi ngirim kode lagi. Gtu aja terus sampe 2045",1,Negative,mau login susah nya minta ampun kode verifikasi via email gak nongol2 pas emailnya masuk apps nya ngereset mulai dri awal jdi ngirim kode lagi gtu aja terus sampe 2045,Negative,Negative
Mau daftar aja susah,1,Negative,mau daftar aja susah,Negative,Negative
"abis install ini tiba-tiba data email dan nomor hp berubah, hati-hati gak beres aplikasi ini.",1,Negative,abis install ini tiba tiba data email dan nomor hp berubah hati hati gak beres aplikasi ini,Negative,Negative
"mau masuk akun tidak bisa,tidak ada pilihan LUPA PASWORD. mau lapor aja dipersulit,makanya males lapor tiap tahun. setiap tahun dibuat emosi sama aplikasi.",1,Negative,mau masuk akun tidak bisa tidak ada pilihan lupa pasword mau lapor aja dipersulit makanya males lapor tiap tahun setiap tahun dibuat emosi sama aplikasi,Negative,Negative
Applikasi buruk server nya error ae saat pengajuan efin karena lupa password Apa yang mau dibanggakan pajak gede service kurang ke masyarakat,1,Negative,applikasi buruk server nya error ae saat pengajuan efin karena lupa password apa yang mau dibanggakan pajak gede service kurang ke masyarakat,Negative,Negative
"Ini mreka ngapain sih? Katanya mau d buat era digital, tp live chat aja g ada yg on. D keterangan ada setiap hari kerja jam 8 udah start. Tp nyatanya nihil. Malas yg ter organisir. Ngrusak fasilitas publik. Uda d pajakin, d persulit.",1,Negative,ini mreka ngapain sih katanya mau d buat era digital tp live chat aja g ada yg on d keterangan ada setiap hari kerja jam 8 udah start tp nyatanya nihil malas yg ter organisir ngrusak fasilitas publik uda d pajakin d persulit,Negative,Negative
"gak guna mau laporan aja susah,klau org nyuruh laporan pajak tingkatkan dlu sistemnya",1,Negative,gak guna mau laporan aja susah klau org nyuruh laporan pajak tingkatkan dlu sistemnya,Negative,Negative
Uang2 kita kenapa yang mengurus laporan kita juga,1,Negative,uang2 kita kenapa yang mengurus laporan kita juga,Negative,Negative
Ngapa ini ya 🙂‍↕️,1,Negative,ngapa ini ya,Negative,Negative
"Terima kasih, terbukti sangat membantu, tidak capek-capek ke kantor pajak🙏",5,Positive,terima kasih terbukti sangat membantu tidak capek capek ke kantor pajak,Positive,Positive
Aplikasi ini dimanfaatkan untuk penipuan saya sempat terjebak,1,Negative,aplikasi ini dimanfaatkan untuk penipuan saya sempat terjebak,Negative,Negative
"pajak buat negara kita mau lapor aja dipersulit saat mau verifikasi, ya Allah gini amat ya Indonesia",1,Negative,pajak buat negara kita mau lapor aja dipersulit saat mau verifikasi ya allah gini amat ya indonesia,Negative,Negative
"Aplikasinya bagus banget, chat live susah banget buat nyambung ke agen. Lewat web browser djp online pun sama, sekarang kok gabisa ubah email lama? Tidak tersedia juga penghapusan akun djp online",1,Negative,aplikasinya bagus banget chat live susah banget buat nyambung ke agen lewat web browser djp online pun sama sekarang kok gabisa ubah email lama tidak tersedia juga penghapusan akun djp online,Negative,Negative
"Layanan live chat ga berpungsi sama sekali,",1,Negative,layanan live chat ga berpungsi sama sekali,Negative,Negative
"Lag parah, masa minta efin, codenya lama kali masuk, waktu Yang dikasih cuma 10menit tapi kodenya baru datang di menit 15",1,Negative,lag parah masa minta efin codenya lama kali masuk waktu yang dikasih cuma 10menit tapi kodenya baru datang di menit 15,Negative,Negative
"Aplikasi pemerintah memang gak punya kualitas, waktu limit kode verivikasi untuk EFIN 10 menit, tapi kodenya dikirim saat waktunya sudah habis. Memang agak lain aplikasi yang dimiliki pemerintah Indonesia ini",1,Negative,aplikasi pemerintah memang gak punya kualitas waktu limit kode verivikasi untuk efin 10 menit tapi kodenya dikirim saat waktunya sudah habis memang agak lain aplikasi yang dimiliki pemerintah indonesia ini,Negative,Negative
Sistem sangat sangat buruk,1,Negative,sistem sangat sangat buruk,Negative,Negative
gak berguna serius,1,Negative,gak berguna serius,Negative,Negative
"Tidak pilihan eform SPT 1771, Padahal tahun lalu ada. Jadi gak fungsi",1,Negative,tidak pilihan eform spt 1771 padahal tahun lalu ada jadi gak fungsi,Negative,Negative
"Minta kode verifikasi, dikirim setelah kodenya ga berlaku lagi. Kocak sekali",1,Negative,minta kode verifikasi dikirim setelah kodenya ga berlaku lagi kocak sekali,Negative,Negative
"ngirim otp lama, saran aja tambahi waktunya. di aplikasi 10 menit, nyata 2 hari baru masuk kode otp ke email 👎",1,Negative,ngirim otp lama saran aja tambahi waktunya di aplikasi 10 menit nyata 2 hari baru masuk kode otp ke email,Negative,Negative
"woi admin ngirim kode verifikasi aja lama banget udah lewa email sms gabisa,kerjaan lu ngapain aja si dirjen pajak,apa mau nerima uangnya aja",1,Negative,woi admin ngirim kode verifikasi aja lama banget udah lewa email sms gabisa kerjaan lu ngapain aja si dirjen pajak apa mau nerima uangnya aja,Negative,Negative
Aplikasi tertolol yang pernah ada😁,1,Negative,aplikasi tertolol yang pernah ada,Negative,Negative
Aplikasi aneh... Udah berhasil ubah password... Masih gak bisa loginnn... Sampahh,1,Negative,aplikasi aneh udah berhasil ubah password masih gak bisa loginnn sampahh,Negative,Negative
"Kirim kode verifikasi lama bgt gk masuk2, giliran masuk udah kadaluarsa krn kelamaan. Gimana mau laporan pajak klo aplikasinya aja bermasalah",1,Negative,kirim kode verifikasi lama bgt gk masuk2 giliran masuk udah kadaluarsa krn kelamaan gimana mau laporan pajak klo aplikasinya aja bermasalah,Negative,Negative
Tidak bisa mengakses kalo lupa passwordnya,1,Negative,tidak bisa mengakses kalo lupa passwordnya,Negative,Negative
Cara pelaporan pajak pratama,5,Positive,cara pelaporan pajak pratama,Positive,Positive
"Ini pemerintah serius nggak sih bikin aplikasi, kita mau taat bayar pajak aja dipersulit.",1,Negative,ini pemerintah serius nggak sih bikin aplikasi kita mau taat bayar pajak aja dipersulit,Negative,Negative
Ok,5,Positive,ok,Positive,Positive
"Sdah ada komentar yg negatif,nggak berbenah juga aplikasi, banyak yg bayar pajak aplikasi juga unfaedah!!! Ada yg sulit kenapa dipermudah,aplikasi dibuat dengan anggaran negara juga nggak bisa mempermudah",1,Negative,sdah ada komentar yg negatif nggak berbenah juga aplikasi banyak yg bayar pajak aplikasi juga unfaedah ada yg sulit kenapa dipermudah aplikasi dibuat dengan anggaran negara juga nggak bisa mempermudah,Negative,Negative
"Ini aplikasi kaya gak ada yg operasikan,, Kalau kita live chat di luar jam kerja boot sistem suruh di jam kerja antara pukul 08:00 sampai 16:00 WIB. tapi saat kita chat di jam kerja malah eror terus. Kita sudah di potong gaji untuk bayar pajak tapi mau buat laporan SPT, rumit sekali. Tidak ada laporan kena denda, Hapus saja aplikasi ini Tidak bisa di gunakan.",1,Negative,ini aplikasi kaya gak ada yg operasikan kalau kita live chat di luar jam kerja boot sistem suruh di jam kerja antara pukul 08 00 sampai 16 00 wib tapi saat kita chat di jam kerja malah eror terus kita sudah di potong gaji untuk bayar pajak tapi mau buat laporan spt rumit sekali tidak ada laporan kena denda hapus saja aplikasi ini tidak bisa di gunakan,Negative,Negative
"Minta kode Verifikasi buat loginnya minta ampun, loginya pagi kode verifikasinya masuk email malah magrib 😵.",1,Negative,minta kode verifikasi buat loginnya minta ampun loginya pagi kode verifikasinya masuk email malah magrib,Negative,Negative
"Di suruh laporan pajak on line tapi aplikas nya kayak telek , parah klu belum bagus mending ngak usah buat aplikasi ( di luncurkan ) 😡😡😡😡😡",1,Negative,di suruh laporan pajak on line tapi aplikas nya kayak telek parah klu belum bagus mending ngak usah buat aplikasi di luncurkan,Negative,Negative
Tambah ribet aplikasinya,1,Negative,tambah ribet aplikasinya,Negative,Negative
Cocok banget.......,5,Positive,cocok banget,Positive,Positive
Mudah untuk. Mengecek PBB stts,1,Negative,mudah untuk mengecek pbb stts,Negative,Negative
"Terima kasih, akhirnya pengajuan lupa EFIN saya terselesaikan tidak sampai 5 menit",5,Positive,terima kasih akhirnya pengajuan lupa efin saya terselesaikan tidak sampai 5 menit,Positive,Positive
buat yg nomer npwp nya 16 digit ga guna apk nya ga bisa masuk,1,Negative,buat yg nomer npwp nya 16 digit ga guna apk nya ga bisa masuk,Negative,Negative
Ga guna bikin susah,1,Negative,ga guna bikin susah,Negative,Negative
Tiap Tahun harus lapor SPT. tapi giliran login mau masuk aja susahnya minta ampun.. dari pagi sampai sekarang ga bisa masuk...,1,Negative,tiap tahun harus lapor spt tapi giliran login mau masuk aja susahnya minta ampun dari pagi sampai sekarang ga bisa masuk,Negative,Negative
"Ribet, memaksa dan pengancaman denda. Masyarakat yang dipungut pajak, masyarakat juga yang lapor, kan kocak. Harusnya masyarakat dipermudah untuk akses pembayaran dan petugas yang ngasih laporan ke masyarakat pajaknya dipotong berapa dan buat apa.",1,Negative,ribet memaksa dan pengancaman denda masyarakat yang dipungut pajak masyarakat juga yang lapor kan kocak harusnya masyarakat dipermudah untuk akses pembayaran dan petugas yang ngasih laporan ke masyarakat pajaknya dipotong berapa dan buat apa,Negative,Negative
"Aplikasi nya gak berguna sumpah, orang mau lapor pajak ini chat online nya gak bisa !!!",1,Negative,aplikasi nya gak berguna sumpah orang mau lapor pajak ini chat online nya gak bisa,Negative,Negative
Lambat penanganan,1,Negative,lambat penanganan,Negative,Negative
Kenapa nggak bisa ngisi nomor NPWP secara lengkap jadinya susah masuk mau nyari effin,1,Negative,kenapa nggak bisa ngisi nomor npwp secara lengkap jadinya susah masuk mau nyari effin,Negative,Negative
Hanya user yg gaptek yg maki² aplikasi ini.,5,Positive,hanya user yg gaptek yg maki aplikasi ini,Positive,Positive
"kenapa kalau aplikasi milik negara ada aja masalahnya, apa karna buat aplikasi ini anggarannya di korup juga ?",1,Negative,kenapa kalau aplikasi milik negara ada aja masalahnya apa karna buat aplikasi ini anggarannya di korup juga,Negative,Negative
"Sudah tahun 2025.kirain sudah bagus,masih aja error.bisa gak sih bikin aplikasi?banyak duit cari yg ahli.suruh bikin laporan SPT,ribetnya minta apun",1,Negative,sudah tahun 2025 kirain sudah bagus masih aja error bisa gak sih bikin aplikasi banyak duit cari yg ahli suruh bikin laporan spt ribetnya minta apun,Negative,Negative
Okrh,4,Positive,okrh,Positive,Positive
Susah banget dapetin Efin mau lapor pajak ini,1,Negative,susah banget dapetin efin mau lapor pajak ini,Negative,Negative
"Proses permohonan EFIN, semenit langsung jadi. Cepet sekali, tidak ada kendala apapun. 👍🏻",5,Positive,proses permohonan efin semenit langsung jadi cepet sekali tidak ada kendala apapun,Positive,Positive
ga peraturannya ga aplikasinya sama saja bikin,1,Negative,ga peraturannya ga aplikasinya sama saja bikin,Negative,Negative
