ï»¿text,rating,sentiment,clean_text
"nerima duit mulu bisanya ,suruh ngembangin aplikasi buat membantu masyarakat malah error terus baik aplikasi ataupun servernya",1,Negative,nerima duit mulu bisa suruh ngembangin aplikasi bantu masyarakat error aplikasi servernya
Cek ok,4,Positive,cek ok
PAJAK TERUSSS... JALAN RUSAK BIKIN AMBERO DAN JANTUNG PROTOL,1,Negative,pajak terusss jalan rusak bikin ambero jantung protol
aplikasi ga jelas eror muluuuuu ga bisa login samsek dih,1,Negative,aplikasi eror muluuuuu login samsek dih
"Aplikasi gak niat, cuma niat nerima duit pajaknya doang, giliran lupa password gk bisa diurus langsung dari apknya, ketika diklik lupa passwor malah ditujukan ke website kosong LOL, sekelas pemerintah pajak apknya butut banget, masih bagusan apk livin yg mana kalo lupa password gampang.",1,Negative,aplikasi gak niat niat nerima duit pajak doang gilir lupa password urus langsung apknya klik lupa passwor website kosong lol kelas perintah pajak apknya butut banget bagus apk livin kalo lupa password gampang
Apk pemerintah tp low performa...rakyat mau pajak aja dipersulit...ujung-ujungnya dikorupsi ð¤,1,Negative,apk perintah tp low performarakyat pajak dipersulitujungujungnya korupsi
Bermanfaat,5,Positive,manfaat
Aplikasi sampah. Mau daftar aja tidak bisa. Sampah banget. Rugi saya sudah terlanjur download. Langsung saya delete aja.,1,Negative,aplikasi sampah daftar sampah banget rugi lanjur download langsung delete
"Tolong di perbaiki lagi, kok jaringan selalu ngak ke sambung padahal wifi aktif, juga npwp salahlah apalah.. ribet banget ni aplikasi.",1,Negative,tolong baik jaring ngak sambung wifi aktif npwp salah apa ribet banget ni aplikasi
Buruk,1,Negative,buruk
Maklum yang kerja di pemerintahan rata orang tolol semua. Aplikasi bikin emosi doang. Yg masuk kerja boleh bawaan keluarga jadi sebenernya pada gabisa kerja,1,Negative,maklum kerja perintah orang tolol aplikasi bikin emosi doang masuk kerja bawa keluarga sebenernya gabisa kerja
Sangat lengkap infonya,5,Positive,lengkap info
Good,5,Positive,good
"Hancur Tidak bisa login password bener di bilang salah Ganti password jaringan bermasalah, padahal jaringan bagus",1,Negative,hancur login password bener bilang salah ganti password jaring masalah jaring bagus
Apa gunanya aplikasi kalau ujung-ujungnya dialihkan ke web. Daftar NPWP aja ribet gini. Gak mampu bayar designer kah? Gak mampu bayar operator yang berkompeten kah?,1,Negative,guna aplikasi ujungujungnya alih web daftar npwp ribet gin gak bayar designer kah gak bayar operator kompeten kah
Apk sampah,1,Negative,apk sampah
Aplikasinya bikin bingung gak satset. Log in salah terus padahal udah sesuai.,1,Negative,aplikasi bikin bingung gak satset log in salah udah sesuai
"Ribett x kyk uppriittt, lupa sandi aja ribet x proses oemulihannya. Taik",1,Negative,ribett x kyk uppriittt lupa sandi ribet x proses oemulihannya taik
"Kalo buka pake hp, kolom informasi nya kurang lengkap. Minta info ke admin kerjanya lelet. Ditanya pagi, sore me jelang tutup kantor barudiberi jawaban, Mau buka djp online sesuai petunjuk admin, malah ga ada menu-nya. Ribet jg org pajak. Buat dapat NPWP yg sudah diperbaharui berupa pdf aja muter2 bukannya langsung kirim ke alamat email yg sudah terdaftar.",1,Negative,kalo buka pake hp kolom informasi nya lengkap info admin kerja lelet pagi sore me jelang tutup kantor barudiberi buka djp online sesuai tunjuk admin menu ribet jg org pajak npwp baharu pdf muter langsung kirim alamat email daftar
"Yang anehnya aplikasi ini.. sudah masuk aplikasi trus keluar mau masuk dengan kata sandi yang benar dan no npwp benar,, tapi bilangnya EROR",3,Neutral,aneh aplikasi masuk aplikasi trus masuk sandi no npwp bilang eror
gk web gk aplikasi semua bermasalah dikit-dikit eror emang tua mana ngerti teknologi,1,Negative,web aplikasi masalah dikitdikit eror emang tua ngerti teknologi
apk penuh bug apapun dari pemerintahan pasti apk jelek,1,Negative,apk penuh bug apa perintah apk jelek
apk bermasalah.... GK jelas,1,Negative,apk masalah
Klo gak bisa dipakai atau belum siap jgn di share dlu ni aplikasi,1,Negative,klo gak pakai jgn share dlu ni aplikasi
"Ga usah sok bikin aplikasi kalo error begini. Website ga bisa, aplikasi juga sama aja",1,Negative,sok bikin aplikasi kalo error website aplikasi
Apk gak jelas download tuk habisin paket internet doang masuknya tak bisa nomor NPWP sudah benar PASSWORD juga suda benar tapi tetap gagal masuk KACAUU,1,Negative,apk gak download tuk habisin paket internet doang masuk nomor npwp password suda gagal masuk kacauu
Belajar menghargai orang pak/ bu rakyat di suruh bikin NPWP pas daftar di aplikasi banyak masalah,1,Negative,ajar harga orang bu rakyat suruh bikin npwp pas daftar aplikasi
Aplikasi mempersulit bayar pajak,1,Negative,aplikasi sulit bayar pajak
Parah ngga bisa dibuka...aplikasi pemerintah padahal ini....,1,Negative,parah ngga dibukaaplikasi perintah
"Pembuatan npwp ribet, live chat percuma tdk befungsi alias tidak bisa di klik. Kalau mau bikin apk online persiapkan yg matang.",1,Negative,buat npwp ribet live chat tdk befungsi alias klik bikin apk online siap matang
"saya lupa email dan efin. Tidak bisa ijin di hari kerja, menanyakan ke pelayanan online malah gk bagus solusinya,pelayanan online mendingan ditutup kalau tidak bisa membantu. Yang mudah di persulit, yang sulit makin sulit.",1,Negative,lupa email efin ijin kerja layan online bagus solusinyapelayanan online mending tutup bantu mudah sulit sulit sulit
APLIKASI SAMPAH,1,Negative,aplikasi sampah
"Baik web atau aplikasi, saat saya ingin login ga bisa ada keterangan ""Username dan Password tidak cocok"" Padahal sudah benar. Webnya pun sekarang sudah tidak bisa di kunjungi. Apakah kena retas hacker juga ? ð¤¦ð»ââï¸",1,Negative,web aplikasi login terang username password cocok webnya kunjung kena retas hacker
aplikasi rusak di biarkan . sekelas BUMN kocak,1,Negative,aplikasi rusak biar kelas bumn kocak
Ok,5,Positive,ok
Aplikasi Ilegal dan tidak berguna,1,Negative,aplikasi ilegal guna
Kenapa pw sama no npwp sudah bener tapi tetep tidak bisa login sok omeken rek make hese,1,Negative,pw no npwp bener tetep login sok omeken rek make hese
ini maksudnya gimana saya pertama kali mau bikin npwp kok email sudah pernah dipakai padahal saya baru pertamakali mau bikin hadeh,1,Negative,maksud gimana kali bikin npwp email pakai pertamakali bikin hadeh
"Gak bisa dipake, yg versi web juga sama aja",1,Negative,gak dipake versi web
Ok,5,Positive,ok
"Payah lu,masa mau daftar kaga bisa",1,Negative,payah lumasa daftar kaga
"gak bisa dipake, server (101)",1,Negative,gak dipake server
Cukup membantu,4,Positive,bantu
"apa2an.. registrasi aj susah., login ber'ulang2 ujung2nya gagal...... sini niat mau bayar pajak malah dipersulit prosesnya.. & lgi2 ujung2nya nnti dimasa depan malah kena denda krn ga bayar pajak.!!",1,Negative,registrasi aj susah login ulang ujung gagal niat bayar pajak sulit proses lgi ujung nnti masa kena denda krn bayar pajak
Oc..,5,Positive,oc
ðððððððððððð,5,Positive,
"Suruh bikin npwp tp aplikasi bobrok...udah gonta""i provider ternyata yg gabisa emang apk.nya...Udah banyak complain tp gak diperbaiki ini gimana",1,Negative,suruh bikin npwp tp aplikasi bobrokudah gontai provider gabisa emang apknyaudah complain tp gak baik gimana
"Pokoknya aku tau nya ini online yah. Aku gak mau diarahkan ke offline. Semua harus online. Parah login berkali kali gagal terus . Sejauh ini , ini apk tersulit ,ribet penuh tantangan diarahkan kesana kesini. Ngisi form nya jg ribet. Tolong diperbaiki lagi. Pangkas tautan2 seminim mungkin, pak Jokowi tau pasti marah kayak gini. Coba aku share ke mas Gibran deh.",1,Negative,pokok tau nya online yah gak arah offline online parah login kali kali gagal apk sulit ribet penuh tantang arah kesana kesini ngisi form nya jg ribet tolong baik pangkas taut minim jokowi tau marah kayak gin coba share mas gibran deh
Aplikasi tidak bisa di buka,1,Negative,aplikasi buka
Aplikasi ribet,1,Negative,aplikasi ribet
"mau taat pajak aja susah,apk gembel",1,Negative,taat pajak susahapk gembel
"Registrasi aja dibikin susah, daftar Npwp pakai kartu tri gk boleh, emangnya kartu tri itu ilegal di indonesia apa? Ngurus offline dipersulit surat keterangan lurah, formulir ini itu. Ngurus online juga dipersulit. Sebenarnya negara indonesia itu pingin masyarakatnya terdaftar di lembaga pajak gak sih? Kok registrasi aja dibikin ribet & susah kayak gak pingin masyarakat indonesia terdaftar di lembaga pajak aja. Aplikasi gak guna, ribet & berbelit2, gue uninstall aja sekalian.",1,Negative,registrasi bikin susah daftar npwp pakai kartu tri emang kartu tri ilegal indonesia ngurus offline sulit surat terang lurah formulir ngurus online sulit negara indonesia pingin masyarakat daftar lembaga pajak gak sih registrasi bikin ribet susah kayak gak pingin masyarakat indonesia daftar lembaga pajak aplikasi gak ribet belit gue uninstall
Alhamdulillah j berguna banget tapi booong apk apaan ini gua yakin pembuatnya pasti pinter ehh tapi boong,1,Negative,alhamdulillah j guna banget booong apk gua buat pinter ehh boong
Ngerti teknologi ga sihh?,1,Negative,ngerti teknologi sihh
Ini aplikasi untuk membantu pelayanan publik apa aplikasi untuk menuhin penyimpanan dan ngabisan data !!!,1,Negative,aplikasi bantu layan publik aplikasi menuhin simpan ngabisan data
Ripuh,1,Negative,ripuh
"Aduh saya bingung , saya datang kekantor pajak , malah disuruh aktivasi aja lewat apk , giliran aktivasi Effien , kode aktivasi nya gakeluar melalui email.",4,Positive,aduh bingung kantor pajak suruh aktivasi apk gilir aktivasi effien kode aktivasi nya gakeluar email
"Apk sampah, web sampah.. bubar",1,Negative,apk sampah web sampah bubar
Tidak jelas,1,Negative,
Error terus login sudah benar semua masih saja ada error,1,Negative,error login error
Baru Masuk Aplikasi Udah keluar dengan sendirinya . Tolong di perbaiki lagi,1,Negative,masuk aplikasi udah tolong baik
"Alhamdulillah NPWP saya sudah terdaftar.... makasih banyak. Awalnya mengalami kesulitan,ulang terus menerus,berkali kali, akhirnya lengkap sudah pengisian saya NPWP per orangan",5,Positive,alhamdulillah npwp daftar makasih alami kesulitanulang menerusberkali kali lengkap isi npwp orang
Aplikasi gembel,1,Negative,aplikasi gembel
"Pas mau foto 1 detik mati aplikasi nya, sampai 4 x gak ada berubah,, gak dapat foto, eror",1,Negative,pas foto detik mati aplikasi nya x gak ubah gak foto eror
Tolong perbaiki bug terus,1,Negative,tolong baik bug
"Lebih baik pakai websitenya , pakai versi ini ga bisa login pkai websitwle langsung bisa login",1,Negative,pakai websitenya pakai versi login pkai websitwle langsung login
Mudah dan aman,5,Positive,mudah aman
Apk ga guna _- emosi make nya ngulang ngulang trus ð,1,Negative,apk emosi make nya ngulang ngulang trus
Sistem nya GK praktis payah padahal mo bayar pajak tuk akses masuk nya rumit pokoknya aplikasi ini bukan bantu malah bikin pusing,1,Negative,sistem nya praktis payah mo bayar pajak tuk akses masuk nya rumit pokok aplikasi bantu bikin pusing
Knpa aplikasi djp sekarang sudah masuk,2,Negative,knpa aplikasi djp masuk
Masak mau login nggk bisa,1,Negative,masak login nggk
Ada yang punya solusi gk pas mau minta efin masukin kode OTP kok error terus ya? Masa tetap harus ke kantor ngurusin nya?,5,Positive,solusi pas efin masukin kode otp error ya kantor ngurusin nya
App sempak banyak bug tapi ga di fix problem,1,Negative,app sempak bug fix problem
"mau daftar, tapi halaman nya tidak tidak tersedia. trus ngga solusinya, jadi ngga bisa masuk",1,Negative,daftar halaman nya sedia trus ngga solusi ngga masuk
"Habis di update mlah kayak asu ni aplikasi... Tpi ya wajarlah,data negara aja ambrol aplgi mendevelop app.",1,Negative,habis update mlah kayak asu ni aplikasi tpi ya wajarlahdata negara ambrol aplgi mendevelop app
"Masih banyak bug, tiap buka aplikasi selalu keluar pop up update aplikasi tapi tidak ada update",2,Negative,bug buka aplikasi pop up update aplikasi update
Error kalau buat log in...,5,Positive,error log in
"apk jembut ya gini, mau buat aja dipersulit",1,Negative,apk jembut ya gin sulit
Apk GK sesuai expect Aplikasi jelek pelayanan jelek siapa pngmbng apk nya?pecat gaguna duit kmnain itu?yg tua klo gaptek usir aj gguna kecuali PGN JD office boy WKWKWK,1,Negative,apk sesuai expect aplikasi jelek layan jelek pngmbng apk nyapecat gaguna duit kmnain ituyg tua klo gaptek usir aj gguna kecuali pgn jd office boy wkwkwk
Gak guna cok sruh nunggu 10 mnit krim kode nmor dah bner. Tpi gk ad sms msuk. Lawak,1,Negative,gak cok sruh nunggu mnit krim kode nmor dah bner tpi ad sms msuk lawak
"Gabisa login lewat aplikasi, mempersulit orang yang mau login. bukannya mempermudah malah mempersulit, error terus setiap mau login pake aplikasi",1,Negative,gabisa login aplikasi sulit orang login mudah sulit error login pake aplikasi
Mantap,5,Positive,mantap
ðð»ðð»,5,Positive,
Mantap ...,5,Positive,mantap
Sampah,1,Negative,sampah
Mantap,5,Positive,mantap
"Bukan produk buatan negara KALAU ISINYA SELALU RIBET & BERMASALAH, GANGGUAN SERVER, TIMBUL BANYAK MASALAH... AYO TINGKATKAN SDM YANG AHLI KORUPSI..",1,Negative,produk buat negara isi ribet masalah ganggu server timbul ayo tingkat sdm ahli korupsi
Aplikasi ga berguna verifikasi gagal trus.ga jelas,1,Negative,aplikasi guna verifikasi gagal trusga
"Apa apa an. Mau masuk dg NPWP dan password yang sesuai, malah gagal untuk masuk. Sampai bolak balik reset password, tetep aja gk bisa masuk",1,Negative,an masuk dg npwp password sesuai gagal masuk bolak reset password tetep masuk
mau daftar aja di persulit benerin dulu tu server,1,Negative,daftar sulit benerin tu server
"Tidak bisa memproses permintaan kode EFIN, katanya jaringan eror, padahal baik2 aja jaringan. Tolong di bantu perbaikannya",2,Negative,proses minta kode efin jaring eror jaring tolong bantu baik
Wao emezing,5,Positive,wao emezing
Bagus,5,Positive,bagus
"Pliislah tolong ya daftar pertama link cuma sekali buka kode OTP bayar,. Menyusahkan sdah 4 email daftar kagak selesai-selesai",2,Negative,pliislah tolong ya daftar link buka kode otp bayar susah sdah email daftar kagak selesaiselesai
Ko ga bisa dibuka aplikasinya,1,Negative,ko buka aplikasi
Banyak yg eror,1,Negative,eror
"Aplikasi ini gak berguna sama sekali , log in gak bisa padahal semua data sudah benar . Tapi sebenernya gak kaget sih sama yg beginian ð",1,Negative,aplikasi gak guna log in gak data sebenernya gak kaget sih
Parah parah gak becul betol yg buat aplikasi,1,Negative,parah parah gak becul betol aplikasi
Nggak bisa dibuka daftar..hadehhh,1,Negative,buka daftarhadehhh
Aplikasi ga jelas aneh horor,1,Negative,aplikasi aneh horor
"Sistem pendaftarannya payah terlalu di persulit kirim otp perlu berkali-kali padahal yang di masukkan sudah benar tapi di anggap salah oleh sistem waktu pendaftaran NPWP juga sulit, kata sandi selalu di anggap salah padahal yang di masukkan sudah benar, apa kata sandi yang kumasukkan terlalu sulit? Sampai sistem lupa dengan kata sandiku. Setalah ganti sandi pas mau daftar ulang malah linknya tidak bisa di akses aneh TIDAK BISA BUAT APLIKASI MENDING HAPUS SAJA, DAFTARNYA JUGA DI WEB BUKAN DISINI.",1,Negative,sistem daftar payah sulit kirim otp berkalikali masuk anggap salah sistem daftar npwp sulit sandi anggap salah masuk sandi masuk sulit sistem lupa sandi seta ganti sandi pas daftar ulang linknya akses aneh aplikasi mending hapus daftar web
Bagus,5,Positive,bagus
"Wahai tong bajil, nikmat apa lagi yang kau dustakan. Kenapa setiap aplikasi yang berhubungan dengan pemerintah selalu tidak berguna?",1,Negative,tong bajil nikmat kau dusta aplikasi hubung perintah guna
Aplikasi gak jelas mempersulit masyarakat update efin harus kekantor apa gunanya aplikasi ini t*lol,1,Negative,aplikasi gak sulit masyarakat update efin kantor guna aplikasi tlol
Sangat keren mudah buat segala nya,5,Positive,keren mudah nya
Ga bekerja...error,1,Negative,bekerjaerror
"Kalo liat di YouTube begitu masuk ada beberapa menu dibagian bawah, tapi di aku cuma ada beranda sama bayar.",1,Negative,kalo liat youtube masuk menu bagi beranda bayar
Ini apl gimna si mau daftar malah bermasalah mulu tautan bermasalah ngga tersedia kirain mempermudah malah puyeng,1,Negative,apl gimna si daftar masalah mulu taut masalah ngga sedia kirain mudah puyeng
Buang2 anggaran buat aplikasi ini,1,Negative,buang anggar aplikasi
"Mau login via NPWP kata sandi selalu salah padahal udah bener, mau lupa kata sandi jaringan selalu di putus? Aplikasi apa ini? Pajangan doang di Play Store? Biar bukti kalo Indonesia bisa bikin aplikasi? Padahal isinya? HTML WKWKWK",1,Negative,login via npwp sandi salah udah bener lupa sandi jaring putus aplikasi pajang doang play store biar bukti kalo indonesia bikin aplikasi isi html wkwkwk
Apk jmbtðððð,1,Negative,apk jmbt
"gagal mulu, kode verifikasi udh bener, nyoba yg dari email gagal, dari sms jg gagal.. hmmm",1,Negative,gagal mulu kode verifikasi udh bener nyoba email gagal sms jg gagal hmmm
