text;rating;sentiment
susah banget mau laporan tahunan dipersulit bgt aplikasinya jelek sekali, kemarin bisa log in tapi tidak bisa uodate data hanya bisa menampilkan kartu, sekarang katanya harus update di playstore tapi pas udah update harus log in harus aktivasi dan gabisa terus kalo mau log in... haduh pusinggg... pembuat aplikasi nya harus yang handal dong jangan asal²an;1;Negative
akhhh;1;Negative
NIK sudah bener, pasword sudah bener tapi ga bisa masuk tertera error aplikasi ga bermutu;1;Negative
ngeneki pak purbaya roh pora rakyate taat pajakak,sek dikon laporan,giliran ape laporan apk eror gk iso masuk,jan jane piye to ki wong pajak,godak gawe apk pora...;1;Negative
dri pagi login gagal mulu gk jelas mau aktivasi aja susah tolong di permudah donk min;1;Negative
update aplikasi kukira diperbaiki, trnyata masih gak guna;1;Negative
Alhamdulillah;5;Positive
masak saya harus ganti hp, gara updatetn terbaru;1;Negative
Ini aplikasi apa ya? Login aja gak bisa🤣🤣🤣;1;Negative
udah saya kira dari awal banyak bintang 1. rating itu tidak pernah keliru. tolong di perbaiki ini pak purbaya;1;Negative
Log-in aja sulit;1;Negative
internet uda ngebut jedok masih suruh nyambungin internet mulu... dana mahal2 buat bikin server hasilnya cuma gini2 aja... log in aktivasi ribet banget tpi suruh laporan mulu...;1;Negative
aktifasi akun tidak bisa, dan pelayanan di WA sangat lambat,urusan saya sampai tertunda 3 hari karna petugas salah mengirimkan kartu NPWP, giliran di wa responnya lama banget. terpaksa harus datang ke kantor lagi hadehhh, btw saya asal Tarakan saya urus NPWP yg di depan kantor pos, bisa bisanya petugas salah kirim 😒;1;Negative
ribet,aplikasi ini .bolak balik gak ad solusi;1;Negative
aplikasi gak guna bikin susah sinyal kuat login error mulu;1;Negative
aplikasi busuk, mau daftar tidak bisa karena terlulis nik sudah terdaftar, giliran mau login juga tidak bisa krena nik tidak valid, atau pasword salah, giliran mau ganti pasword juga tidak bisa katanya tidak valid, bener2 ni yg bikin aplikasi nyusahin;1;Negative
Aplikasi ga jelas, mau login aja susah banget. Trus apa yg mau diulas???;1;Negative
Masak lembaga pemerintah gak bisa bikin aplikasi. Parah parah;1;Negative
buruk kinerja nya anjir pantes pas pak purbaya sidak ke kantor pajak ada yang lagi olah raga makanya komen kita gak denger lagi olah raga wkwkwkwkwk;1;Negative
good;5;Positive
bikin emosi ini aplikasi sumpah, mau masuk ga bisa² puluhan kali kirim foto intenet tidak terhubung terus padahal jaringan bagus..ga jelas ini;1;Negative
Bikin susah doank. verifikasi aja susah nya minta ampun. klo belum siap jangan di publish dlu. internet ada wifi ada tapi notifikasi nya tidak terhubung internet..;1;Negative
Mohon diperbaiki ya.. aplikasi tidak worth banget;1;Negative
apk bobrok;1;Negative
mau bayar pajak mau aktivasi aja ribet nya minta ampun di simpelin aja rakyat mau kemudahan dalam urusan pajak jangan di bikin ribet,....................;1;Negative
Tolong di perbaiki, masih Susah untuk melakukan aktivasi Akun Cortex;1;Negative
blm sehari download udh minta update aja, mana makin lemot, eror terus,nyusahin kalo apk blm selesai gausah diterbitin dulu ini apk;1;Negative
aplikasi gak jelas, sering error gimana mau lapor pajak, aplikasinya aja jelek;1;Negative
sudah bulak balik aktivasi atau log in gk bisa. apa setiap aplikasi milik pemerintah selalu kalah oleh swasta ya? padahal biaya pembuatanny pasti lebih mahal dr aplikasi swasta. kualitas inovasi dari pemerintah selalu kalah oleh swasta. mengecewakan.;1;Negative
aplikasi ga jelas nih, emailnya udh bisa verifikasi.. nomer telpon nya belum.. kode otp nya ga masuk masuk gmana si, lagi urgent butuh NPWP kok malah susah sekali mau buat secara online;1;Negative
mau login aja susah, swafoto gabisa bisa apk pemerintah error trs;1;Negative
gak bisa buat lapor SPT, akhirnya buka website lagi yg njlimet,kirain ini aplikasi lebih simpel tinggal isi aja,eh cuma bisa buat e billing doang ternyata;2;Negative
Susah bangat memakai Apl ini;4;Positive
mentok di verifikasi foto. alasannya tidak ada internet. padahal internet penuh;1;Negative
aplikasi paling tidak berguna di play store, mau aktivasi coretax aja error terus;1;Negative
Aplikasi nggak berkwalitas;1;Negative
aplikasi gak guna, tidak membantu sama sekali;1;Negative
Gak iso login;1;Negative
aplikasi sampah mau masuk aja kita lupa password gak Ada petunjuk lupa paswordnya gimana mau masuk;1;Negative
app buruk;1;Negative
sampah bener ni apk ya Allah;1;Negative
ini aplikasi penipuan;1;Negative
apk ga jelas ribet;1;Negative
sengaja di persulit. Agar oknum bebas menjadi calo dll;1;Negative
eh gimana ini mau laporan SPT susah amat,di lempar ke coretax gak mau masuk. Data lengkap ,lihat tutorial nya juga tetap nihil;1;Negative
baik;5;Positive
aplikasi tolol, ga ada pilihan lupa kata sandi;1;Negative
aplikasi bapuk ga guna masa nik udah bener, sandi udah bener di bilang salah ga bisa login giliran login lewat website malah bisa padahal pake sandi dan nik yang sama, mana buat login nya di batasin lagi bener bener jelek banget haduh, apk pajak apk pajak tolong di benerin lah masa udah 2026 buat aplikasi masih eror eror kaya gini;1;Negative
pa sy tinggal kompirmasii tanda tangan doang masih gagal terus padahal NIK SY uda di registrasi tapi tiap kompirmasi tanda tangan selalu muncul registrasi nik tolong perbaiki datA sy pa trima kasi;3;Neutral
di potong pajak iya udah , lapor pajak nya ribet, harus nya kan kita yg nerima laporan pajaknya krna kita bayar pajak terus, bener gak sih ,,;1;Negative
menurut pemikiran saya,lebih baik pengelolaan pajak diserahkan ke swasta..susah banget mau bayar atau lapor aja bolak balik aplikasi atau website gak bisa dipakai;1;Negative
masih tahap uji coba....;2;Negative
M-Pajak..👍💯💪;5;Positive
aplikasi tolol mau login kagak bisa2, disuruh lopar lapor pajak, tapi layanan ga dibenerin...;1;Negative
disuruh masukin npwp 16 angka padahal dikolom hanya bisa 15 angka kan lucu sekali;1;Negative
percuma digitalisasi OTP aja gamasuk, mencoba taat pajak aja ngga dihargain. sampah;1;Negative
aplikasi rusak, serta website yang sulit untuk di mengerti, saya sudah isi pekerjaan sesuai dengan yg ada di ktp dari jenis pekerjaan BELUM/TIDAK BEKERJA, KARYAWAN SWASTA, WIRASWASTA, masih tidak terverifikasi. mempersulit masyarakat yang membutuhkan NPWP;1;Negative
"hati"" setelah disuruh pake aplikasi ini langsung wa saya di sadap dan diganti wa saya dengan wa bisnis perpajakan , ga cocok";1;Negative
apk tolol;1;Negative
apk tolol kalo belum sangup bikin apk mending bikin seblak aja;1;Negative
apliaksi sampah gk bisa login;1;Negative
kenapa gak bisa install yaa;1;Negative
aplikasi bangke,,,gk bisa dipakai, mau bikin NPWP aj setiap di klik error;1;Negative
aplikasi sampah;1;Negative
sekelas aplikasi pemerintah kek gini hasilnya, tiap login suruh login lagi karna sesi telah berakhir;1;Negative
suruh bayar pajak mau cek spt gk bisa emang aplikasi pemerintah sangat merugikan dan pasti uangnya dikorupsi yaaa;1;Negative
sangat tidak rekomendasi, mau jdi orang taat pajak di persulit, mendingan gak usah bayar pajak lebih enak hahahahaha....;1;Negative
cobak dulu;4;Positive
aplikasi ribetnya ga karuan, fungsi 0;1;Negative
HATI HATI PENIPUAN SAAT INI;1;Negative
ga ngerti orang pajak tololnya kebangetan dan mempersulit hidup orang Indonesia;1;Negative
sudah gk usah lapor pajak, parah bener bener parah, susah login. cari IT yg cerdas, jgn asal launcing Aplikasi baru / via browser. uji coba dlu;1;Negative
mau lapor pajak aja dipersulit, harus lewat web segala macem, sedangkan di web nya susah untuk masuk padahal data sudah benar semua;1;Negative
Ribet, setiap mau masuk harus login. Aplikasi yang lain sudah pakai biometrik.;1;Negative
aplilasi tak jelas;1;Negative
mau dibayar pajaknya ga sih app ribet banget;1;Negative
bukannya mempermudah, malah semakin merepotkan. Terutama buat para lansia;1;Negative
udah nyoba beberapa kali mungkin ada 10 kali ga bisa login padal udahh registrasi di kantornya;1;Negative
tidak membantu;1;Negative
ribet;1;Negative
urusan nya aja sulit di persulit, uangnya di kemanain;1;Negative
susah bngt dapetin efin ...katanya sdh di kirim lewat SMS di cek ga ada..padahal nomernya sdh pas..pulsanya ada..gini amat pemerintah bikin aplikasi;1;Negative
tahun 2025 pengurusan pajak makin di persulit;1;Negative
lebih gak dibalikin klo kurang ditagih LOL;1;Negative
engga ada menu untuk daftar;1;Negative
Aplikasi di update gak bisa login, APLIKASI M PAJAK gak bisa ,DJP ONLINE jga gak bisa ,no verifikasi Salah melulu ...ketidak mampua bikin aplikasi untuk rakyat aja gak gini, tiap bulan mh potongin Pph sana sini, aplikasinya ABSURD. SAMPAH;1;Negative
Ngga jelas;1;Negative
Aplikasi apa kaya gini buang-buang angaran tapi aplikasinya bobrok;1;Negative
aplikasi ini hanya berguna buat NPWP, selain itu tidak ada lagi. ini kementrian paling banyak aplikasi, kenapa tidak buat 1 aplikasi untuk jalankan semua, masa setiap kebutuhan masyarakat harus install aplikasi lain lagi;1;Negative
aplikasi busuk gak berguna..buang buang kuoata download aplikasi busuk ini..akun saya masuk via web atau google crome aja bisa giliran masuk pakai aplikasi ini selalu username yng anda masukan salah..bikin muak..di tuntut suruh bayar pajak tapi di persulit dengan sistem yang menguras kesabaran..buat yang belum download gw saranin gak usah download karna percuma aja gak bisa di pake aplikasi nya;1;Negative
Kita sebagai warga negara mau bayar pajak saja ribet, seperti NIK hanya kiasan, sebagai pemilik NIK seharusnya di manapun kita bekerja potongan pajak itu langsung otomatis dan tidak perlu laporan yang ribet, satu kali klik selesai. Kita bukan koruptor jangan persulit kami dengan sistem yang ribet.;1;Negative
gak guna, serba ribet;1;Negative
ribet;1;Negative
ribet bgt;1;Negative
tidak membantu sama sekali, katanya bisa cari nomor NPWP dari nik trnyata zonk;1;Negative
kok ngga bisa login yaa, nik dan pwnya udah bener;2;Negative
Palingan di kor...;1;Negative
Percuma ada ApK atau webb, mau lapor pajak ga bisa, masa Iyah harus ke kantor pajak trs;1;Negative
Bintang 1. Sistem aplikasi rongsokan! Pemerintah memaksa rakyat taat pajak tapi menyediakan aplikasi yang bahkan tidak ada menu pendaftarannya. Masih minta nomor fax di tahun 2026 adalah bukti pengelola sistem ini tidak becus dan ketinggalan zaman. Sangat memalukan bagi instansi negara;1;Negative
pak Pur liat ni aplikasi gak berguna. buat pajangan ajahhh, gak mempermudah pengguna;1;Negative
sangat ribet,aplikasi ini gak sinkron dengan pengaturan protec bawaan hp.seperti aplikasi ilegal saja,bener bener ribet gagal terus masuknya.;1;Negative
aplikasi tersampah yang pernah saya pakai dan gunakan seumur hidup saya udah ngabisin dana triliyunan tp ttp ni aplikasi ama websitenya ttp sampah yg buat kek anak SMP yg baru pegang komputer;1;Negative
salah satu cara negara nyusahin rakyatnya. sudah disuruh bayar, disuruh wajib lapor pula. kalau alasan cara ini untuk menghindari pungli dan korupsi, berarti masalah seharusnya bukan dibebankan ke rakyat, menyulitkan rakyat & rakyat yg harus tanggung jawab tapi diperbaiki dan disempurnakan sistem yang ada sehingga memudahkan rakyat & gak ada risiko yang tidak diinginkan. kalau disuruh install app tapi apa2 musti ke KPP juga, kenapa gak sekalian pake cara lama aja?;1;Negative
MASA IYA TANGGAL LAHIR GUA TANGGAL 15 KAGAK ADA TERUS GUA HARUS ISI TANGGAL 14 NYA ? LUCU;1;Negative
aplikasi tidak berguna, mau buat kode Effin selalu gagal. harus ke kantor pajak, klu harus ke kantor pajak untuk apa membuat aplikasi pajak.;1;Negative
payah apk ini, beh susah susah;1;Negative
aplikasi ini sangat membantu;5;Positive
Aplikasi Ngak Guna;1;Negative
tolong di benah in lagi, khususnya untuk pengajuan efin, di aplikasi meminta jumlah nomor npwp 15 angka sedangkan kami yg baru daftar npwp mempunyai 16 angka.;1;Negative
mau cek efin tapi email yang terdaftar di DJP nya email yang lain aneh ini takutnya data kita disalah gunakan kaya pajak tembak seperti temen saya kita gak jual apa apa ujung nya suruh bayar pajak 20jt;1;Negative
anak magang yang buat ya ? ribet , polos tidak ada opsi opsi lain.;1;Negative
untuk apa aplikasi ini dibuat klo gabisa daftar dan aktivasi pajak secara online. hmm.. ntah apa2 punn;1;Negative
Aplikasi sangat tidak berguna dan bikin repot,,, bayar pajak aja di buat repot begini,, tapi nagihnya seperti orang kerasukan setan 🤣🤣🤣;1;Negative
mau login aja susah;1;Negative
gak bisa login bet, aneh kita mau taat pajak tapi aplikasi pemerintah selalu bermasalah;1;Negative
aplikasi sampahh;1;Negative
burik bener;1;Negative
gak bisa login;1;Negative
klu bkin aplikasi itu yg mudah di gunakan jika ingin mempermudah layann .... jngan mmper sulit....;1;Negative
ORANG PAJAK TOLONG DI BACA...!!!aplikasi apa bukanya bikin mudah malah bikin susah,selalu saja kesalahan sistem..;1;Negative
gak jelas Uda kedafta tp saat masuk jawabnya nik tidak terdaftar . ganti sandi pun susah;1;Negative
Tolonglah, segera perbaiki kinerja aplikasinya. Ini mau login gagal terus error 1516. Masa update terakhir di tanggal 27 Agustus 2025 (saat tulisan ini di muat). Ini sudah 2026;1;Negative
ribet sekali;1;Negative
gak bisa login, udah dicoba berkali-kali tpi tetep gk bisa juga, padahal aku udah melakukan aktifasi akun di website coretax.;1;Negative
aplikasi rempooooooooonnggg;1;Negative
hari-hari nyuruh bayar pajak. Giliran rakyatnya mau bayar pajak aja malah dipersulit. Lawak lu;1;Negative
ribet susahnya minta ampun ngisi data bolak balik gak bisa;1;Negative
login sangat lama;1;Negative
MAU LOGIN TAPI NGISI NO NYA CUMA 15 ANGKA, LAH ORNG NO NIK AJA 16. DIPERBAIKI YA TLNG.;1;Negative
buruk buat login ga bisa-bisa beda dengan yang ada di web. kalo ga niat bikin autentikasi ga usah ngide padahal username dan pw sudah bener tetep ga bisa login. gini amat aplikasi pemerintah bikin males!;1;Negative
"KODE HANDPHONE BUAT VERIFIKASI NYA G MUNCUL"" HERAN DARI JAM 11 SAMPE JAM 17 DI TUNGGUIN UDAH BRP KALI COBA G MUNCUL"" #HERAN PADAHAL HARI JAM KERJA";5;Positive
sangat bermanfaat;5;Positive
banyak yang kesulitan masuk aplikasi ini.;1;Negative
tdk berguna;1;Negative
login tdk bisa padahal NIK dan password sudah benar. thn 2026 mau lapor pajak malah tdk login. mau ketawa tapi inilah indonesia;1;Negative
lawak banget, bolak balik verifikasi alamat gagal mulu..heran;1;Negative
koq sekarang ga bisa untuk pembayaran..;1;Negative
otp ga pernah di kirim woi;1;Negative
sangat baik;5;Positive
mantap;5;Positive
DAJAL;1;Negative
aplikasi susah di gunakan;1;Negative
aplikasi buruk gagal login trus padahal kata sandi sama kode verifikasi email udh sama;1;Negative
astaga staf djb kerjanya apa? ini aplikasi ga bisa login eror melulu sistem nya, nik dan password sudah benar kocak!;1;Negative
waktu terbuang gara - gara aplikasi sampah;1;Negative
apk bungol salah terus tiap masukan nik dan pw;2;Negative
apk nya sampah;1;Negative
aplikasi gajelas;1;Negative
anehh server sering overload... masa udah 3 hari lebih daftar registrasi npwp SMS otp nya kaga ada mulu... server lemah najis sekelas pemerintah begini;1;Negative
susah sekali input datanya harusnya dipermudah bukan dipersulit;1;Negative
aplikasi gak berguna;1;Negative
aplikasi tak berguna, katanya bisa ajukan efin dari aplikasi pas dicoba malah angka digit terakhir tidak bisa masuk karena kurang space. yaudah sih gausah bayar pajak ngapain repot-repot wkwkwkwkwkwkwk;1;Negative
gajelas;1;Negative
ribet banget, saya pengin rubah alamat karena sudah pindah alamat. saya ke kantor pajak terdekat. tapi di resepsionis dicek dan bilang harus diurus di kantor sesuai alamat npwp dikampung. jaman online gini harus gitu;1;Negative
apk ribet;1;Negative
nice;5;Positive
sekelas DJP aplikasi nya kayak begini??!! masukin kode verifikasi aja error, notif salah kode. padahal sudah sama persis. Orang mau bayar pajak aja dipersulit. ini bukan aplikasi buatan anak SD, ini skala NASIONAL. memalukan!;1;Negative
gak guna buangbuang duit negara aja;1;Negative
aplikasi apa ini GK bisa login;1;Negative
ini manfaat nya apa? cek potongan pajak tiap bulanya ga bisa trus apa manfaat apk ini kalo kita gak bisa lihat hasil detail potongan pajak??? ta!!!k lah;1;Negative
kalo bikin aplikasi yang simpel simpel aja lah wahai pemerintah gk usah ribet;1;Negative
awas penipuan, report aja;1;Negative
bututttt percuma ada apk ini gk guna jugaa;1;Negative
apk tol*l;1;Negative
APLIKASI HEBAT SAYA MAU MASUK SAJA TIDAK BISA, MENDING TUTUP AJA GAUSAH BIKIN APLIKASI MAIN MASAK MASAK AJA;1;Negative
kamera dalam aplikasi terlalu gelap dan tidak buat penggunaan bisa registrasi akun;1;Negative
fasilitas jelek lupa password aja nggak ada;1;Negative
mending gausah ada;1;Negative
gmna ya caranya kalo lupa password masuk akun pajak;5;Positive
kagak bisa.. Ngaco nih;1;Negative
aplikasi terburuk sepanjang masa;1;Negative
ribet mau login ge;1;Negative
aplikasi macam apa ini ga bisa login padahal udah punya NPWP, katanya disuruh lapor SPT tahunan aplikasinya juga ga guna. Login di website juga ga bisa malah username/NPWP failed terus, ini pemerintah becus ga sih ngelola website nya ? kemasyarakat dituntut wajib lapor pajak tapi giliran mau lapor aplikasi/web nya ga bisa di pake, hadehh pemerintah ga becussss;1;Negative
